Chemical,SMILES
NCGC00017048-01,OS(=O)(=O)C1=CC=C2C=CC=CC2=C1.CCC(=O)O[C@](CC3=CC=CC=C3)([C@@H](C)CN(C)C)C4=CC=CC=C4
NCGC00260176-01,[Br-].CCCCCCCCCCCCN1C=C[N+](C)=C1
NCGC00257431-01,OC1=CC=CC=C1C(=O)C2=CC=CC=C2
NCGC00254976-01,N#CCNCC#N
NCGC00254768-01,CSC(=O)C1=CC=CC2=C1SN=N2
NCGC00166218-01,[O-][N+](=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1
NCGC00091708-04,CC1=C2C(=O)C3=C(C(=O)C2=CC(O)=C1C(O)=O)C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O
NCGC00254456-01,CCCCCCCCCCCCCCCCCC(O)=O
NCGC00259509-01,OS(=O)(=O)C1=CC=CC=C1
NCGC00254364-01,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2
NCGC00257053-01,CC(C)C1=CC=C(C=C1)C(C)C
NCGC00256723-01,CCCC1=C(O)C=CC=C1
NCGC00016899-01,COC1=CC=C(C=C1OC2CCCC2)C3CNC(=O)C3
NCGC00256480-01,Cl.NC1=CC=C(Cl)C=C1
NCGC00255021-01,CC(C)C(=O)OCCC1=CC=CC=C1
NCGC00258510-01,ClCC#N
NCGC00259369-01,COCCOCCOCCO
NCGC00257439-01,OCC1=CC=CC(OC2=CC=CC=C2)=C1
NCGC00254933-01,CC(CCOC=O)CCC=C(C)C
NCGC00183878-01,CC(C(O)=O)C1=CC2=C(SC3=C(C=CC=C3)C(=O)C2)C=C1
NCGC00256499-01,CC1=C(O)C=CC(Cl)=C1
NCGC00259557-01,CC(C)C1(C)N=C(NC1=O)C2=NC3=C(C=CC=C3)C=C2C(O)=O
NCGC00258970-01,O=S1(=O)CCCO1
NCGC00017037-01,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2
NCGC00258522-01,CC1=CC=C(Br)C=C1
NCGC00254173-01,COC1=C(OC)C(=CC=C1)[C@H](O)C2CCN(CCC3=CC=C(F)C=C3)CC2
NCGC00255748-01,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OCC(O)CO
NCGC00016583-01,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2
NCGC00260433-01,NC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O
NCGC00014485-01,Cl.CCC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1
NCGC00258109-01,CC(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
NCGC00159465-02,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@@]2([H])NC(=O)CN4C=NN=N4)C(O)=O
NCGC00259001-01,OC1=CC=C(C(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=C1O
NCGC00259003-01,CC1=CC(C)=CC(C)=C1
NCGC00260213-01,[O-]S(=O)(=O)C(F)(F)F.CCCC[N+]1(C)CCCCC1
NCGC00259094-01,CN(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00095015-01,CC(=O)NC1CCSC1=O
NCGC00254609-01,CNC1=C(Cl)C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F
NCGC00255294-01,FC1=CC=C(C=C1)C(CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)C5=CC=C(F)C=C5
NCGC00255473-01,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
NCGC00254052-01,CC(C)[C@H](SC(C)=O)C(=O)N[C@H]1CC2=C(C=CC=C2)[C@H]3CCC[C@H](N3C1=O)C(O)=O
NCGC00167470-01,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)C4=CC=CC=C4)C(O)=O
NCGC00164034-01,ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1
NCGC00015661-02,CCOC(=O)[N-]C1=C[N+](=NO1)N2CCOCC2
NCGC00258263-01,OCC(Br)CBr
NCGC00254406-01,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
NCGC00159393-02,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
NCGC00164612-01,CC(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00017028-02,OC(=O)CCC(O)=O.CN(C)CCOC(C)(C1=CC=CC=C1)C2=CC=CC=N2
NCGC00260268-01,CC(C)(C)C(=O)CC(=O)C(C)(C)C
NCGC00254008-01,CCCCN(CCCC)CCCC
NCGC00260317-01,[H][C@@]12CC[C@]([H])(C1)[C@@]3([H])CCC[C@@]23[H]
NCGC00257717-01,Cl.C1=CC=NC=C1
NCGC00259522-01,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
NCGC00254839-01,O=C(OC1=CC=CC=C1)C2=CC=CC=C2C(=O)OC3=CC=CC=C3
NCGC00253921-01,NC(=O)C(Br)(Br)C#N
NCGC00260513-01,C1=CC=C2C=C3C4=CC=CC=C4C5=CC=CC=C5C3=CC2=C1
NCGC00254542-01,OCCN(CCO)CCO.CCCCCCCCCC(CC)C1=CC=C(C=C1)S(O)(=O)=O
NCGC00247715-01,Cl.COC1=CC(Br)=C(OC)C=C1C[C@H](C)N
NCGC00260249-01,[O-]S(=O)(=O)C(F)(F)F.CCCCCC[N+]1=CC=CC=C1
NCGC00257055-01,CCCCC(CC)C(Cl)=O
NCGC00259772-01,CC1=CC(C)=C(C=C1)[N+]([O-])=O
NCGC00259843-01,CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12
NCGC00258346-01,CC(C)N(C)C
NCGC00259896-01,COC1=CC=C(CC=C)C=C1OC
NCGC00182851-01,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00254577-01,ClCC#CCOC(=O)NC1=CC=CC(Cl)=C1
NCGC00258983-01,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C2=CC=CC(OC3=CC=CC=C3)=C2
NCGC00159512-02,[H][C@]12SCC(C=C)=C(N1C(=O)[C@@]2([H])NC(=O)C(=NO)C3=CSC(N)=N3)C(O)=O
NCGC00259356-01,CCC(C)C(O)=O
NCGC00255490-01,CCOC1=CC=CC=C1OCC
NCGC00259123-01,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1
NCGC00256231-01,NS(=O)(=O)C1=CC=CC=C1Cl
NCGC00015841-02,Cl.CN(CC#C)CC1=CC=CC=C1
NCGC00257950-01,Cl.CN1CCC2=CC3=C(OCO3)C=C2C1O
NCGC00185753-01,COC1=CC(=CC(OC)=C1OP(O)(O)=O)[C@H]2[C@@H]3C(COC3=O)C(O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)C6=CC7=C(OCO7)C=C26
NCGC00254823-01,CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C
NCGC00257834-01,CCCC=C
NCGC00256302-01,CC1COC2=C(N1)C=CC=C2
NCGC00256779-01,[NH4+].O.O.O.[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]3(C)C2=CC(=O)[C@]4([H])[C@@]5(C)CC[C@H](O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C([O-])=O)C(O)=O)C(C)(C)[C@]5([H])CC[C@@]34C)C(O)=O
NCGC00258504-01,OC(=O)CCSSCCC(O)=O
NCGC00258489-01,CCCC(C)C(O)=O
NCGC00255732-01,CCCCOC(=O)C(C)O
NCGC00255118-01,P#[In]
NCGC00256592-01,CCCCCCCCCl
NCGC00164140-03,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O
NCGC00256664-01,FC1=C(F)C(F)=C(Br)C(F)=C1F
NCGC00259956-01,CC\C(C1=CC=C(O)C=C1)=C(\CC)C2=CC=C(O)C=C2
NCGC00021148-02,O[C@H]([C@@H](O)C(O)=O)C(O)=O.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1.COCCC2=CC=C(OCC(O)CNC(C)C)C=C2
NCGC00259445-01,CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O
NCGC00255147-01,CCCCCCCCCCC1CO1
NCGC00259957-01,CC(O)CCO
NCGC00255565-01,O=C1CCC(CC1)C2CCCCC2
NCGC00255089-01,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O
NCGC00256985-01,[NH4+].NS([O-])(=O)=O
NCGC00015904-02,NC(=O)C1=NN(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
NCGC00254868-01,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C
NCGC00256388-01,CCC1=CC=CC(O)=C1
NCGC00254694-01,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C
NCGC00259761-01,[Na+].[O-]C1=CC=CC=C1
NCGC00255653-01,CCCCCCCC\C=C\CCCOC(C)=O
NCGC00258078-01,CC(C)(CC(O)=O)C(O)=O
NCGC00260465-01,O=C1C2=CC=CC=C2C3=CC=CC=C13
NCGC00256809-01,CCCCCC(=O)C=C
NCGC00254514-01,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H]
NCGC00259231-01,NC(=S)NC1=CC=CC=C1
NCGC00258664-01,[Na+].CC(Cl)(Cl)C([O-])=O
NCGC00015243-02,Cl.ClC1=CC=C(CN2C(CN3CCCC3)=NC4=C2C=CC=C4)C=C1
NCGC00258001-01,COC(=O)C(C)O
NCGC00254613-01,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C
NCGC00259492-01,COC1=CC=C(C=O)C=C1
NCGC00016385-01,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC=CC=C2
NCGC00015242-04,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O
NCGC00185909-01,CN[C@]1(CCCCC1=O)C2=CC=CC=C2Cl
NCGC00254667-01,NCCO.OC(=O)C1=C(Cl)C=CC(Cl)=N1
NCGC00255453-01,NC1=CC(Cl)=C(O)C(Cl)=C1
NCGC00260382-01,C1CC2=CC=CC=C2NC3=CC=CC=C13
NCGC00255159-01,[H][C@]12CC(C)(C)[C@]1([H])CC\C(C)=C\CCC2=C
NCGC00259196-01,CCNC1=CC(C)=CC=C1
NCGC00260305-01,CC(C)C1=CC=CC=C1C(C)C
NCGC00256881-01,C\C=C(/C)C(=O)OCC1=CC=CC=C1
NCGC00095016-01,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1
NCGC00256704-01,CC1CCC2=C1N=CC=N2
NCGC00182549-01,OC(=O)\C=C/C(O)=O.[H][C@](COC)(N1CCN(C[C@H]1C)C2(C)CCN(CC2)C(=O)C3=C(C)N=CN=C3C)C4=CC=C(C=C4)C(F)(F)F
NCGC00260494-01,CC(C)=CCC1=C(O)C(=O)C2=C(C=CC=C2)C1=O
NCGC00255110-01,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
NCGC00258765-01,CCCCCCC
NCGC00259961-01,CN1CCOCC1
NCGC00256083-01,C(CC1=CC=CC=C1)CC2=CC=NC=C2
NCGC00255052-01,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O
NCGC00095073-01,CC(C)NC1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00260141-01,CCCCN(CCCC)C(=S)S[Ni]SC(=S)N(CCCC)CCCC
NCGC00257978-01,[Co++].CC([O-])=O.CC([O-])=O
NCGC00167506-01,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]4CC[C@@H](Cl)[C@@H](C4)OC
NCGC00258030-01,CC(C)(O)C1=CC=C(C=C1)C(C)(C)O
NCGC00259112-01,CC(C)OC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00183865-01,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)C3(F)[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00257746-01,CC(C)(C)Cl
NCGC00258944-01,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
NCGC00257118-01,[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00258739-01,BrCC(Br)(Br)Br
NCGC00259747-01,Cl.NNC1=CC=CC=C1
NCGC00255888-01,OP(O)(=O)C1=CC=CC=C1
NCGC00258756-01,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
NCGC00260079-01,ClP(Cl)(Cl)(Cl)Cl
NCGC00259119-01,[O-][N+](=O)C(Cl)(Cl)Cl
NCGC00255487-01,CC(=C)C1CCC(C)(O)CC1
NCGC00259051-01,CC1=CC(=CC(C)=C1N)C2=CC(C)=C(N)C(C)=C2
NCGC00260417-01,[Be++].O.O.O.O.[O-]S([O-])(=O)=O
NCGC00016304-01,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])CC(=O)CC4
NCGC00166329-01,NC1CCCCC1.NC2CCCCC2.OC[C@@H](O)COP(O)(O)=O
NCGC00258631-01,CC(=O)N[C@@H](CS)C(O)=O
NCGC00259626-01,OCC(O)CO
NCGC00259994-01,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C
NCGC00159363-02,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00016224-02,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
NCGC00247694-01,Cl.CCC(=O)N(C1CCN(CC1)C(C)CC2=CC=CS2)C3=CC=CC=C3
NCGC00258329-01,OC1=C(Cl)C=CC=C1Cl
NCGC00095537-01,OC[C@@H](O)C(O)[C@H](O)CO
NCGC00256355-01,NC(=N)NC#N
NCGC00159482-02,Cl.CCCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C
NCGC00259203-01,NC1=CC=CC(N)=N1
NCGC00258434-01,NC1=CC=CC=N1
NCGC00247336-02,[H][C@@]12CC[C@@H](O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
NCGC00255091-01,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
NCGC00253993-01,[Na+].CC[C@H](NC(=O)C1=C([N-]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C4=CC=CC=C4
NCGC00254807-01,CCCCCC(CO)CCC
NCGC00255854-01,CCOC(=O)C=CC(O)=O
NCGC00259116-01,NC1=CC=C2C=C3C=CC=CC3=CC2=C1
NCGC00094434-01,Cl.CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl
NCGC00254631-01,OCC(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2
NCGC00159496-02,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)S(=O)(=O)N4CCN(C)CC4
NCGC00256424-01,CCCCCCCCCCCCCCCC(O)=O
NCGC00168085-01,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
NCGC00255239-01,[Na+].[Na+].NC1=CC(N)=C(C=C1)\N=N\C2=CC=C(C=C2)C3=CC=C(C=C3)\N=N\C4=C(C=C5C=C(C(\N=N\C6=CC=CC=C6)=C(O)C5=C4N)S([O-])(=O)=O)S([O-])(=O)=O
NCGC00163158-01,[H][C@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)NC(=O)N(CC)CC
NCGC00017013-01,Cl.[Cl-].CC1=C(CCO)SC=[N+]1CC2=CN=C(C)N=C2N
NCGC00256803-01,CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1
NCGC00093685-01,Cl.CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O
NCGC00259590-01,CC(C)(C)C1=C(O)C=CC=C1
NCGC00254826-01,CCOC1=NC(=NS1)C(Cl)(Cl)Cl
NCGC00258428-01,CC(C)(C)S
NCGC00164401-01,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00260083-01,[Na+].[O-]Br(=O)=O
NCGC00256165-01,OCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3
NCGC00256695-01,CCOC(C)OCC\C=C/CC
NCGC00258656-01,OC(=O)C1=CC(O)=NC(O)=N1
NCGC00095154-01,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN4C=NC(=C4)C5=CN=CC=C5
NCGC00178241-02,N[Pt](N)(Cl)Cl
NCGC00253926-01,CC(C)=CCC\C(C)=C\CO
NCGC00255561-01,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1
NCGC00258252-01,OCCN1CCNC1=O
NCGC00256043-01,COC(=O)C1=C(OC)C=CC=C1
NCGC00016927-01,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N3CCNCC3
NCGC00255451-01,[H][C@]12COS(=O)OC[C@@]1([H])[C@@]3(Cl)C(Cl)=C(Cl)[C@]2(Cl)C3(Cl)Cl
NCGC00254425-01,CC(C)C1=CC=C(C)C=C1
NCGC00257758-01,[O-][N+](=O)C1=CC=C(Cl)C=C1Cl
NCGC00260050-01,O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O
NCGC00183829-01,OC(CC1=CN=C2C=CC=CN12)(P(O)(O)=O)P(O)(O)=O
NCGC00016979-01,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
NCGC00259692-01,ON=C1CCCCC1
NCGC00256731-01,COC1=CC(C)=CC=C1O
NCGC00016421-01,Cl.Cl.CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00255798-01,CCCCC(CC)COCCO
NCGC00258418-01,O.O.[Zn++].CC([O-])=O.CC([O-])=O
NCGC00254908-01,[Na+].CCCCCCCCCOS([O-])(=O)=O
NCGC00258019-01,CCC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C(=C1)C(C)(C)CC
NCGC00090705-08,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2
NCGC00253978-01,C1OC1C2=CC=CC=C2
NCGC00016256-08,CCC1=NC(N)=NC(N)=C1C2=CC=C(Cl)C=C2
NCGC00091501-01,OC1=CC(O)=CC=C1
NCGC00094665-01,Cl.CN[C@@H](C)[C@H](O)C1=CC=CC=C1
NCGC00159510-02,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
NCGC00091655-02,CCC(C)(C)C1=CC=C(O)C=C1
NCGC00254727-01,CC1OC(C)=C(O)C1=O
NCGC00259983-01,CC(C)CC(C)CC(O)CC(C)C
NCGC00258927-01,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1
NCGC00167965-01,CC(\C=C\C=C(C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C
NCGC00259021-01,CCCCCCCC(=O)OC
NCGC00254581-01,CCCCC\C=C/C=C/C(=O)OCC
NCGC00255065-01,CCOC(=O)CCCCCCCCC(=O)OCC
NCGC00259886-01,Cl.CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C
NCGC00259551-01,CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC
NCGC00015075-04,COC(=O)C1=CCCN(C)C1
NCGC00254121-01,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
NCGC00256168-01,NC1=C(C=C(Br)C2=C1C(=O)C3=C(C=CC=C3)C2=O)S(O)(=O)=O
NCGC00260436-01,NC(CC1=CC=C(F)C=C1)C(O)=O
NCGC00256897-01,CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1
NCGC00254691-01,[O-]C(=O)C1=CC=CC=C1.[H][C@](C)(CC)[C@@]2([H])O[C@@]3(C[C@@H]4C[C@@]([H])(C\C=C(C)\[C@@H](O[C@H]5C[C@H](OC)[C@@H](O[C@H]6C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O6)[C@H](C)O5)[C@@H](C)\C=C\C=C7/CO[C@]8([H])[C@H](O)C(C)=C[C@@]([H])(C(=O)O4)[C@]78O)O3)C=C[C@@H]2C
NCGC00024733-02,CC(=O)OC1CN2CCC1CC2
NCGC00258714-01,COC1=CC=C(C=C1)N=[N+]([O-])C2=CC=C(OC)C=C2
NCGC00255918-01,CNC(=O)OC1=C(C=CC=C1)C(C)C
NCGC00095176-03,NC(=O)CS(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00095775-01,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
NCGC00259588-01,CC1CCC2CC1C2(C)C
NCGC00257678-01,CC1=CSC=N1
NCGC00254710-01,[H]\C(C(=O)NC)=C(\C)OP(=O)(OC)OC
NCGC00255106-01,Cl.N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
NCGC00167486-01,[Na+].[Na+].NC1=NC(=O)C2=C(NC=C2CCC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1
NCGC00182026-01,[Na+].[Na+].OP([O-])(=O)C(SC1=CC=C(Cl)C=C1)P(O)([O-])=O
NCGC00254344-01,[Na+].[O-]C1=CC=C(C=C1)[N+]([O-])=O
NCGC00255008-01,CCCC(=O)OC\C=C(/C)CCC=C(C)C
NCGC00247709-01,COC1=CC=C2[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3C)=C(OC)C=C4
NCGC00260343-01,Br.CCCCN1CN(C)C=C1
NCGC00095129-01,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(N)(=O)=O
NCGC00260150-01,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC(O)=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
NCGC00255109-01,BrCC(Br)(CCC#N)C#N
NCGC00255581-01,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1
NCGC00259337-01,CC(CCC#N)C#N
NCGC00260036-01,C1=CC=CC=C1
NCGC00160350-01,OC(=O)COC1=CC=C(CCNS(=O)(=O)C2=CC=CC=C2)S1
NCGC00163470-03,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@@H]([C@H](C[C@H]4C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)OC
NCGC00016649-01,Cl.C[N@@+]1([O-])[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C3=CC=CC=C3
NCGC00256170-01,CC1=NN(C(=O)C1)C2=CC=C(C=C2)S(O)(=O)=O
NCGC00258181-01,COC(C)(C)OC
NCGC00255148-01,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C
NCGC00259300-01,OC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00095239-01,COC1=CC(OC)=CC(OC)=C1
NCGC00254571-01,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
NCGC00017136-01,CS(O)(=O)=O.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N3CCN(CC3)C(=O)C4COC5=C(O4)C=CC=C5
NCGC00257776-01,C1CCC2CCCCC2C1
NCGC00254959-01,[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=O
NCGC00256481-01,COC1=CC=C(CC=C)C=C1
NCGC00254773-01,CCCCCCCCCO
NCGC00259136-01,[Cl-].C[N+](C)(C)CC1=CC=CC=C1
NCGC00182066-02,CC(=O)OCC(=O)[C@@]1(O)C(=C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
NCGC00015610-02,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
NCGC00258666-01,OC(=O)CCl
NCGC00258084-01,CCC(C)C(C)=O
NCGC00255040-01,NC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O
NCGC00259310-01,CCOC(N)=O
NCGC00165791-02,Cl.NC1=NCC2N1C3=CC=CC=C3CC4=CC=CC=C24
NCGC00015830-02,OS(O)(=O)=O.NNCCC1=CC=CC=C1
NCGC00254974-01,CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C2=CC=C(F)C=C2
NCGC00016755-01,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O
NCGC00259073-01,CC1=C(C)C=C(O)C=C1
NCGC00018172-03,CC1CC2=C(C=CC=C2)N1NC(=O)C3=CC(=C(Cl)C=C3)S(N)(=O)=O
NCGC00181034-01,Cl.ClC1=CC=CC(=C1)C(N2C=CN=C2)C3=CC=C4N=CNC4=C3
NCGC00181123-01,OC(=O)\C=C/C(O)=O.COC1=CC(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)=CC(OC)=C1OC
NCGC00256059-01,CC1CCC2(O1)C(C)=CCCC2(C)C
NCGC00256073-01,CC(=C)[C@H]1CCC(C)=CC1
NCGC00253999-01,[Na+].CCC1(C(=O)NC([O-])=NC1=O)C2=CC=CC=C2
NCGC00017066-01,O.Br.COC1=CC2=C(C[C@@H]3C4CCCC[C@]24CCN3C)C=C1
NCGC00182985-01,[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O
NCGC00256585-01,O=NC1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00254103-01,[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1
NCGC00256617-01,CCCC(C)=O
NCGC00255372-01,COP(O)(=O)OC
NCGC00095258-01,[H][C@@]12CN3C4=C(C(=O)C(N)=C(C)C4=O)[C@@]([H])(COC(N)=O)[C@@]3(OC)[C@]1([H])N2
NCGC00258211-01,OC(=O)CBr
NCGC00183849-01,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O
